frame_idx,timestamp_ms,h0_p0_x,h0_p0_y,h0_p1_x,h0_p1_y,h0_p2_x,h0_p2_y,h0_p3_x,h0_p3_y,h0_p4_x,h0_p4_y,h0_p5_x,h0_p5_y,h0_p6_x,h0_p6_y,h0_p7_x,h0_p7_y,h0_p8_x,h0_p8_y,h0_p9_x,h0_p9_y,h0_p10_x,h0_p10_y,h0_p11_x,h0_p11_y,h0_p12_x,h0_p12_y,h0_p13_x,h0_p13_y,h0_p14_x,h0_p14_y,h0_p15_x,h0_p15_y,h0_p16_x,h0_p16_y,h0_p17_x,h0_p17_y,h0_p18_x,h0_p18_y,h0_p19_x,h0_p19_y,h0_p20_x,h0_p20_y,h1_p0_x,h1_p0_y,h1_p1_x,h1_p1_y,h1_p2_x,h1_p2_y,h1_p3_x,h1_p3_y,h1_p4_x,h1_p4_y,h1_p5_x,h1_p5_y,h1_p6_x,h1_p6_y,h1_p7_x,h1_p7_y,h1_p8_x,h1_p8_y,h1_p9_x,h1_p9_y,h1_p10_x,h1_p10_y,h1_p11_x,h1_p11_y,h1_p12_x,h1_p12_y,h1_p13_x,h1_p13_y,h1_p14_x,h1_p14_y,h1_p15_x,h1_p15_y,h1_p16_x,h1_p16_y,h1_p17_x,h1_p17_y,h1_p18_x,h1_p18_y,h1_p19_x,h1_p19_y,h1_p20_x,h1_p20_y
37,1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1901,153.8899040222168,303.9300727844238,135.5851173400879,280.00536918640137,111.52320861816406,264.91101264953613,91.4235782623291,251.2483549118042,75.50914764404297,239.75086212158203,76.68185710906982,287.9318332672119,40.80828666687012,285.88449239730835,17.880611419677734,287.3538279533386,-0.14719009399414062,289.8144006729126,74.78053092956543,311.01932287216187,36.30373954772949,315.4957365989685,12.808084487915039,321.1574721336365,-4.503564834594727,327.07144260406494,82.24448204040527,332.0573687553406,48.44436168670654,343.8605046272278,26.8538761138916,352.8277516365051,11.243300437927246,359.88505125045776,96.73842430114746,348.9131212234497,74.9675464630127,366.26564025878906,60.001583099365234,377.8534698486328,47.312726974487305,387.0132350921631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1934,178.55751037597656,301.72812938690186,162.74642944335938,280.1015853881836,139.44768905639648,263.98176670074463,119.4037914276123,250.88069915771484,105.4786491394043,237.04882621765137,99.83414649963379,291.2440824508667,65.7953929901123,286.94827795028687,45.52540302276611,287.35653162002563,28.367347717285156,289.50088262557983,99.1292667388916,315.3169083595276,61.770873069763184,321.1218309402466,40.31956672668457,326.8780446052551,24.046554565429688,333.0595922470093,108.21410179138184,335.76218605041504,73.88437747955322,349.4891309738159,54.119415283203125,360.03167152404785,37.82468795776367,368.79661560058594,124.63467597961426,351.59698247909546,105.37055015563965,372.0478391647339,93.53538513183594,385.90357303619385,82.58087158203125,397.21399784088135,401.76746368408203,328.4206795692444,370.90476989746094,293.09150218963623,344.1213607788086,272.86884784698486,323.2521057128906,248.42838764190674,305.62137603759766,222.3748254776001,337.0852279663086,306.2995147705078,290.1982116699219,299.22157287597656,257.0290756225586,295.12734174728394,231.89674377441406,292.2561764717102,338.0574035644531,338.1690287590027,287.8645896911621,342.3684883117676,248.21577072143555,344.1399049758911,222.37648010253906,346.6979384422302,340.3950881958008,362.98956871032715,296.0378837585449,374.0547752380371,260.97171783447266,378.4218406677246,235.3647232055664,380.1046371459961,342.1819305419922,378.8778591156006,307.2770118713379,396.51559352874756,282.1891212463379,404.30017948150635,260.4509735107422,410.52316188812256
59,1967,192.4625015258789,302.46116638183594,179.78113174438477,282.28301525115967,159.28967475891113,263.6958646774292,141.99847221374512,248.71546983718872,130.45575141906738,235.6691837310791,125.7722282409668,290.3097081184387,95.66588401794434,286.5909433364868,76.84113502502441,287.2927165031433,61.02998733520508,289.5074486732483,124.7475528717041,313.553409576416,89.93363380432129,321.41809701919556,70.2495288848877,328.1270742416382,54.86764907836914,334.60482358932495,132.3790740966797,333.4118843078613,100.85455894470215,348.48570585250854,82.6362133026123,359.1209006309509,67.52607345581055,367.71291732788086,147.19717025756836,349.119930267334,129.73121643066406,370.13720512390137,118.1105899810791,383.8487434387207,106.98973655700684,394.6784734725952,385.8362579345703,321.6439175605774,355.86612701416016,288.59609842300415,323.2168960571289,263.7237596511841,296.6437339782715,242.80834436416626,281.64222717285156,219.69407558441162,304.17152404785156,305.33042192459106,258.21605682373047,298.1387972831726,227.78301239013672,295.2881669998169,204.1952133178711,293.07021617889404,304.1680145263672,334.7703695297241,252.9967498779297,337.22572803497314,219.56275939941406,338.44982385635376,192.8942108154297,339.3576121330261,308.70548248291016,357.263503074646,261.81676864624023,363.12286376953125,230.0604248046875,365.69902896881104,205.51040649414062,367.1578073501587,316.3917541503906,372.95172214508057,281.9959259033203,387.5778293609619,257.7780532836914,396.6217231750488,237.45853424072266,403.67026805877686
60,2001,208.19175720214844,309.8888683319092,203.29191207885742,286.6479992866516,187.18738555908203,264.04176235198975,170.69671630859375,247.26688385009766,157.5517749786377,233.04016828536987,149.96468544006348,289.56201553344727,123.14008712768555,283.4906530380249,106.74464225769043,283.0788803100586,92.61756896972656,286.002402305603,146.18633270263672,313.9621138572693,113.50338935852051,321.3691306114197,95.660400390625,328.7587022781372,82.40129470825195,336.6935348510742,152.85581588745117,334.32995080947876,123.01011085510254,348.58885288238525,106.78422927856445,359.4028973579407,93.43420028686523,368.53431701660156,166.98261260986328,349.90071058273315,150.70806503295898,370.6490993499756,141.00120544433594,385.1371908187866,131.78566932678223,396.8026542663574,363.42872619628906,320.90912103652954,335.7960891723633,286.7879891395569,303.8751983642578,261.99339151382446,277.0230484008789,240.8457612991333,261.2522315979004,217.6234531402588,284.738826751709,299.404821395874,232.74185180664062,292.1319365501404,199.83299255371094,289.63454246520996,174.92210388183594,287.7693557739258,285.59253692626953,329.7808814048767,228.46267700195312,332.8100395202637,192.89993286132812,334.7237205505371,166.2483024597168,335.57127714157104,290.26514053344727,353.70981216430664,238.52441787719727,360.91092109680176,205.27843475341797,364.340500831604,181.30008697509766,366.12985610961914,297.2361946105957,370.41735649108887,260.61737060546875,385.02973079681396,236.33251190185547,394.1041374206543,216.0980224609375,401.09959602355957
61,2034,241.58302307128906,314.7219729423523,229.92961883544922,288.17501306533813,206.55412673950195,265.8569312095642,187.58783340454102,247.80510663986206,175.22485733032227,230.91055870056152,167.23787307739258,284.62655782699585,138.1645107269287,279.49931144714355,122.58784294128418,279.72036838531494,111.48785591125488,283.0557703971863,163.62810134887695,309.59511280059814,130.13710021972656,316.48165225982666,113.0549144744873,324.2525267601013,102.4554443359375,332.86696672439575,170.3390884399414,333.19340229034424,140.90167045593262,344.5517635345459,125.08610725402832,354.92873668670654,113.7530517578125,364.9212312698364,184.58290100097656,354.54421520233154,167.54131317138672,368.65817070007324,159.58916664123535,378.94137382507324,153.7035369873047,388.11229705810547,349.94632720947266,322.1599531173706,322.10620880126953,285.70914030075073,289.626407623291,260.83858251571655,262.79489517211914,240.63069105148315,249.56783294677734,221.29943132400513,273.3485794067383,295.2282786369324,219.14772033691406,283.77691984176636,185.90137481689453,275.456063747406,160.1451873779297,268.21266174316406,273.561954498291,326.32696866989136,209.57468032836914,326.2040162086487,169.3473243713379,327.17772245407104,139.93127822875977,327.8931212425232,276.92224502563477,351.88095331192017,221.6373062133789,358.4185266494751,185.65521240234375,361.02202892303467,160.91819763183594,361.98354721069336,283.3281135559082,370.10167121887207,243.46553802490234,385.6596851348877,218.77822875976562,393.60129833221436,198.58137130737305,398.42695713043213
62,2067,343.6287307739258,319.61140394210815,314.6560859680176,287.86115169525146,278.01918029785156,263.96472930908203,248.20133209228516,245.38225650787354,233.18883895874023,225.48693895339966,264.2245101928711,298.51385593414307,208.98075103759766,292.4609899520874,174.09893035888672,286.89521312713623,146.61048889160156,281.55027866363525,265.47374725341797,328.4735298156738,202.16354370117188,331.99175119400024,161.18806838989258,334.75034952163696,131.3759422302246,336.8032479286194,270.4463577270508,352.85244941711426,216.8138313293457,365.2796173095703,180.43851852416992,372.12414264678955,155.42393684387207,376.63021087646484,278.43767166137695,370.84054470062256,237.94488906860352,385.9281635284424,212.43030548095703,393.8346290588379,191.48548126220703,399.74299907684326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2101,339.9431610107422,323.5493803024292,310.02479553222656,290.56928157806396,269.47681427001953,267.5954532623291,233.4744644165039,249.05952215194702,208.95530700683594,226.95990085601807,259.2450714111328,304.23264741897583,200.26268005371094,298.0891227722168,165.71029663085938,294.47680950164795,139.73895072937012,291.49651050567627,262.1150016784668,333.91502380371094,197.14027404785156,338.98375511169434,158.2891845703125,343.1934070587158,131.2698268890381,346.5397095680237,266.96033477783203,357.90761947631836,209.9205207824707,367.69618034362793,174.30978775024414,373.21650981903076,149.2831802368164,376.66789054870605,273.33072662353516,375.02933979034424,231.54890060424805,388.7352991104126,205.97946166992188,396.0927486419678,185.00049591064453,401.5056610107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2134,336.468505859375,323.45674753189087,298.03279876708984,290.8240056037903,263.7332344055176,270.7051420211792,232.4411392211914,250.4732608795166,209.44015502929688,227.8603720664978,249.0475845336914,303.5387063026428,196.55929565429688,298.6187410354614,162.74646759033203,298.6263585090637,139.66906547546387,297.8041434288025,252.91229248046875,332.7548933029175,196.97460174560547,337.6843214035034,157.54555702209473,344.17861461639404,133.43857765197754,348.1100034713745,259.7310447692871,357.77453899383545,209.4443130493164,368.4258270263672,173.75173568725586,375.0392532348633,151.14425659179688,378.0462455749512,265.4794120788574,375.1918601989746,230.2100372314453,392.0383644104004,205.84104537963867,399.2170286178589,185.73781967163086,404.82529163360596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2167,339.4422912597656,325.2454376220703,301.66431427001953,292.6592803001404,264.83118057250977,271.91569805145264,230.79107284545898,250.24104595184326,206.7446517944336,227.40716457366943,253.6457061767578,302.906756401062,197.78192520141602,297.36724376678467,163.56693267822266,296.3805556297302,139.71323013305664,295.80360174179077,257.9703712463379,332.34781980514526,198.39614868164062,336.4497971534729,158.47966194152832,341.8155241012573,134.7264003753662,345.4796361923218,264.16181564331055,358.1021761894226,209.99942779541016,369.5036458969116,174.06980514526367,376.5614604949951,151.3565731048584,380.5406141281128,269.9477767944336,375.83717823028564,231.52475357055664,392.46429920196533,206.99647903442383,400.20888805389404,187.3153305053711,406.1854934692383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2201,340.34961700439453,326.16341829299927,309.8044967651367,293.30206632614136,268.84971618652344,271.6114282608032,232.44564056396484,252.29705572128296,208.3533477783203,229.15527820587158,257.4418258666992,306.90470695495605,200.79862594604492,301.64347887039185,166.6775894165039,299.6942210197449,140.93612670898438,299.3329167366028,260.63425064086914,336.1951160430908,200.59406280517578,341.20460271835327,163.17506790161133,347.4058699607849,137.32553482055664,353.2388162612915,266.4906120300293,360.3706169128418,213.85711669921875,371.24163150787354,179.94094848632812,377.8084945678711,156.56195640563965,382.7047920227051,274.3821716308594,377.9125213623047,235.32718658447266,392.3713445663452,211.06266021728516,400.63894271850586,191.11797332763672,407.1003198623657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2234,347.02842712402344,326.45723819732666,318.4074020385742,293.63208532333374,280.50546646118164,272.07098722457886,246.727294921875,254.76704835891724,225.31272888183594,235.55279731750488,268.7805366516113,299.9774408340454,209.49243545532227,283.68250608444214,172.4559211730957,273.52699756622314,144.01925086975098,265.392587184906,269.37002182006836,328.43421936035156,201.17902755737305,326.2101101875305,158.57793807983398,329.5835566520691,128.72678756713867,334.39968824386597,274.3052864074707,353.33359479904175,217.45773315429688,363.9979076385498,181.6884994506836,372.337646484375,157.50272750854492,379.8566722869873,282.8021240234375,373.0767345428467,243.14512252807617,389.6147632598877,219.41469192504883,398.8062858581543,199.89791870117188,406.3571548461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
