frame_idx,timestamp_ms,h0_p0_x,h0_p0_y,h0_p1_x,h0_p1_y,h0_p2_x,h0_p2_y,h0_p3_x,h0_p3_y,h0_p4_x,h0_p4_y,h0_p5_x,h0_p5_y,h0_p6_x,h0_p6_y,h0_p7_x,h0_p7_y,h0_p8_x,h0_p8_y,h0_p9_x,h0_p9_y,h0_p10_x,h0_p10_y,h0_p11_x,h0_p11_y,h0_p12_x,h0_p12_y,h0_p13_x,h0_p13_y,h0_p14_x,h0_p14_y,h0_p15_x,h0_p15_y,h0_p16_x,h0_p16_y,h0_p17_x,h0_p17_y,h0_p18_x,h0_p18_y,h0_p19_x,h0_p19_y,h0_p20_x,h0_p20_y,h1_p0_x,h1_p0_y,h1_p1_x,h1_p1_y,h1_p2_x,h1_p2_y,h1_p3_x,h1_p3_y,h1_p4_x,h1_p4_y,h1_p5_x,h1_p5_y,h1_p6_x,h1_p6_y,h1_p7_x,h1_p7_y,h1_p8_x,h1_p8_y,h1_p9_x,h1_p9_y,h1_p10_x,h1_p10_y,h1_p11_x,h1_p11_y,h1_p12_x,h1_p12_y,h1_p13_x,h1_p13_y,h1_p14_x,h1_p14_y,h1_p15_x,h1_p15_y,h1_p16_x,h1_p16_y,h1_p17_x,h1_p17_y,h1_p18_x,h1_p18_y,h1_p19_x,h1_p19_y,h1_p20_x,h1_p20_y
68,2267,358.7281799316406,327.5755476951599,329.26197052001953,295.8972644805908,292.0277786254883,273.00424575805664,261.7101287841797,255.2981472015381,245.35993576049805,238.93025636672974,280.0925064086914,303.8151240348816,226.1363983154297,285.46454429626465,197.01868057250977,271.3190245628357,175.1193618774414,258.1634330749512,280.38562774658203,333.5695552825928,215.47542572021484,332.30421781539917,176.07948303222656,333.0824017524719,147.4691677093506,333.8650059700012,284.14981842041016,357.9979348182678,228.19452285766602,366.88533782958984,190.9708023071289,372.40562438964844,164.19784545898438,376.8143606185913,291.56742095947266,375.0690793991089,253.71038436889648,391.0265922546387,229.83074188232422,400.9461307525635,209.72023010253906,408.60570430755615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2301,368.76068115234375,327.5988721847534,340.87162017822266,294.85628843307495,306.6763114929199,270.34722805023193,278.9329147338867,250.75405597686768,263.08223724365234,232.3936915397644,291.2771987915039,305.4783296585083,239.84882354736328,295.72455167770386,209.04451370239258,290.18887996673584,185.19908905029297,285.493426322937,291.6147804260254,335.0132489204407,233.33152770996094,338.8422203063965,196.48614883422852,343.62595081329346,169.84153747558594,347.75185346603394,295.2709197998047,358.7125825881958,244.77346420288086,366.94262981414795,212.18809127807617,371.03606700897217,189.52831268310547,374.13318157196045,301.85420989990234,375.6886911392212,265.97455978393555,390.7840347290039,242.94414520263672,400.193395614624,223.7786865234375,407.2791910171509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,2334,381.3154602050781,327.4946093559265,354.35340881347656,293.74372959136963,319.6540832519531,269.5517921447754,291.18064880371094,247.4148988723755,274.6989059448242,225.45580387115479,303.3925247192383,306.37556076049805,252.8096580505371,300.10485649108887,222.7765655517578,297.897527217865,200.02307891845703,297.28909492492676,303.4383201599121,336.2159299850464,246.96109771728516,338.9204978942871,213.31478118896484,343.7507915496826,189.69295501708984,349.3370819091797,307.5767517089844,359.7394394874573,258.5344123840332,367.6315927505493,227.89663314819336,372.217698097229,205.69664001464844,376.1580991744995,314.9285888671875,376.3405752182007,280.37349700927734,389.9061155319214,258.8370895385742,398.6937618255615,240.87871551513672,406.11292362213135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2367,397.4488830566406,329.81645822525024,372.29881286621094,294.5792055130005,340.6391143798828,270.50798892974854,312.99732208251953,249.38926219940186,296.9374465942383,226.80214405059814,322.2407913208008,307.62420415878296,272.6507568359375,303.36114406585693,243.29879760742188,301.19370460510254,220.1719856262207,300.35492420196533,323.1500244140625,338.15943717956543,271.4920997619629,341.49335861206055,239.29126739501953,342.986855506897,214.03392791748047,344.8954939842224,327.93296813964844,362.4829959869385,282.0828056335449,370.39916038513184,251.70404434204102,374.5095920562744,227.7983856201172,377.3394298553467,335.0876998901367,379.30426597595215,301.11854553222656,392.6544141769409,278.9370536804199,401.33254051208496,259.988956451416,408.3114767074585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2401,419.77386474609375,333.57013463974,394.5735168457031,298.39959383010864,364.5482635498047,274.94792461395264,337.60223388671875,252.81137466430664,320.44864654541016,229.94646549224854,347.2332000732422,309.6634340286255,298.51980209350586,303.7484550476074,269.7210693359375,300.69045782089233,247.91481018066406,299.5571279525757,347.57801055908203,340.3386354446411,294.5028495788574,344.1305708885193,263.1478500366211,347.5292730331421,240.5965805053711,351.5724778175354,351.87808990478516,365.6475305557251,305.1574897766113,374.0903949737549,275.69129943847656,378.35596561431885,253.4136962890625,381.3809823989868,358.09898376464844,383.57223987579346,324.47784423828125,397.8548526763916,302.5221824645996,406.50092124938965,283.677978515625,413.04954528808594,199.12424087524414,292.96170473098755,185.6460189819336,267.69639015197754,160.7758903503418,250.76163053512573,139.3586540222168,236.70039653778076,124.61300849914551,223.15455436706543,121.64732933044434,272.74362087249756,89.23872947692871,266.7404079437256,67.05877780914307,266.1303448677063,48.27463150024414,267.28732109069824,117.83435821533203,296.8836522102356,79.67253684997559,301.56814098358154,54.989542961120605,307.89875507354736,37.30532646179199,314.912109375,125.36379814147949,317.9597210884094,91.14666938781738,328.7553548812866,68.99539947509766,338.5135316848755,52.89553642272949,346.8497943878174,141.41094207763672,334.8244643211365,119.74200248718262,353.6485719680786,104.5549488067627,367.94084072113037,91.97105407714844,379.39576148986816
73,2434,444.8888397216797,336.40804052352905,421.1329650878906,302.4643850326538,390.6966018676758,277.165789604187,365.4452133178711,253.4478521347046,348.61339569091797,230.88768482208252,378.48899841308594,314.13379669189453,327.44373321533203,308.6296033859253,297.2275924682617,307.21043586730957,274.3307113647461,307.2424292564392,380.63777923583984,346.2298822402954,329.86427307128906,352.30929136276245,297.6807403564453,354.6112060546875,273.05419921875,356.72783374786377,384.90081787109375,372.06298828125,340.58895111083984,382.38078117370605,310.27687072753906,386.32972240448,286.10340118408203,388.17898750305176,390.2264404296875,389.8439311981201,356.09134674072266,405.33885955810547,332.4258804321289,413.4285306930542,312.12921142578125,418.4773921966553,186.4999771118164,291.71329736709595,172.48260498046875,266.18701457977295,148.24892044067383,248.8471555709839,124.9063491821289,236.58624172210693,107.62655258178711,222.32982873916626,102.66158103942871,273.34797620773315,68.8670825958252,267.3710060119629,47.38385200500488,265.97512006759644,29.12611961364746,266.4347434043884,99.54556465148926,297.8977632522583,62.15893745422363,303.1545925140381,39.07662391662598,307.30602979660034,20.760717391967773,311.1626386642456,107.55085945129395,318.80961656570435,73.45823287963867,331.1162996292114,52.367496490478516,339.05786991119385,34.36037063598633,344.71145153045654,124.18864250183105,335.22799730300903,105.13965606689453,352.20792531967163,93.05923461914062,364.57820892333984,81.02933883666992,375.0747013092041
74,2468,473.0998992919922,343.30970764160156,448.8390350341797,309.5933961868286,421.3680648803711,284.3332529067993,396.89334869384766,258.7612009048462,380.68607330322266,237.09373712539673,410.8604431152344,319.9200940132141,364.93297576904297,313.3491539955139,337.247314453125,312.9174256324768,317.8071594238281,313.8724207878113,411.1959457397461,351.0545754432678,360.75939178466797,357.5062322616577,331.17637634277344,360.47335624694824,312.0188522338867,362.5084447860718,413.44390869140625,377.28896141052246,368.21372985839844,388.2081699371338,340.3640365600586,391.97193145751953,319.72286224365234,393.4912633895874,417.2353744506836,395.35627841949463,384.04380798339844,412.28140354156494,363.2610321044922,419.92084980010986,346.44359588623047,424.36773777008057,175.7074737548828,291.04089975357056,159.54562187194824,266.2525677680969,134.1504955291748,249.36314821243286,111.02960586547852,238.09209823608398,93.52688789367676,225.4923677444458,88.23403358459473,273.25223207473755,53.95449638366699,268.03117275238037,31.738815307617188,267.00661182403564,12.750167846679688,267.62433528900146,86.09625816345215,297.79478788375854,47.36692428588867,303.37998390197754,23.393659591674805,307.3010516166687,3.9132118225097656,310.7383131980896,94.94126319885254,318.50727796554565,59.95026111602783,330.1506185531616,37.9852294921875,338.4247612953186,18.903703689575195,344.27066802978516,112.44423866271973,335.12306928634644,92.21607208251953,351.746027469635,79.0730094909668,363.8624668121338,65.60184001922607,373.84852409362793
75,2501,502.0777893066406,351.01985692977905,481.7400360107422,317.70257234573364,454.481201171875,291.2268304824829,429.29054260253906,264.0006709098816,412.09178924560547,238.77222061157227,454.48123931884766,325.4291367530823,413.0577850341797,320.44151544570923,386.19823455810547,316.2716245651245,366.57798767089844,314.1402769088745,453.9786148071289,358.04771661758423,403.23150634765625,367.3290824890137,378.59920501708984,367.67738342285156,366.7315673828125,367.5610828399658,454.3301010131836,384.86480712890625,407.60498046875,397.52354621887207,384.43145751953125,400.76459884643555,370.65635681152344,401.7595911026001,455.40626525878906,403.7369155883789,418.2948684692383,422.1413326263428,398.5604476928711,427.2174024581909,385.4282760620117,428.5445165634155,164.46466445922852,290.34393310546875,146.64581298828125,265.4685044288635,119.23492431640625,249.1999626159668,95.24109840393066,238.46357345581055,76.84652328491211,226.32389545440674,73.84034633636475,274.36599254608154,40.14474868774414,269.45332288742065,18.265609741210938,268.56398820877075,-0.11608123779296875,268.12283992767334,72.55377292633057,298.82662296295166,35.77780723571777,303.50139141082764,14.130411148071289,306.36298656463623,-4.351310729980469,307.9994559288025,81.53745651245117,319.3874931335449,48.247718811035156,329.446656703949,27.152395248413086,337.09535121917725,8.076744079589844,342.1099877357483,99.0101432800293,336.6662406921387,79.08967018127441,352.1938920021057,65.20340919494629,363.0833387374878,50.835137367248535,371.7444705963135
76,2534,538.9865875244141,355.3411102294922,519.1931915283203,323.1212782859802,489.5491027832031,296.57406091690063,464.2340087890625,271.4152193069458,447.7352523803711,249.64023113250732,499.62718963623047,333.7213468551636,468.98975372314453,330.02665758132935,444.11170959472656,326.9234275817871,421.9812774658203,324.6696209907532,498.6606216430664,367.2092628479004,455.3813934326172,375.7029390335083,424.85435485839844,378.758339881897,403.22601318359375,380.5175256729126,497.5755310058594,393.91629695892334,455.52223205566406,406.4928102493286,426.87931060791016,409.5555067062378,406.11328125,409.18986797332764,498.27423095703125,412.1470355987549,463.2735061645508,431.464262008667,440.13538360595703,436.48934841156006,422.99137115478516,435.45732021331787,154.05706405639648,289.62623834609985,134.3298053741455,265.28255224227905,105.69228172302246,249.31725025177002,81.17517471313477,238.58013153076172,62.105560302734375,227.54112482070923,61.75328254699707,275.70196866989136,29.0789794921875,271.90754413604736,8.332052230834961,270.9710454940796,-8.56633186340332,270.1605248451233,60.815324783325195,299.2037630081177,24.311671257019043,303.7416958808899,2.4561595916748047,306.3637375831604,-15.688962936401367,307.765052318573,69.98785495758057,319.4628310203552,35.45751094818115,329.19272661209106,14.186267852783203,335.82361936569214,-4.583721160888672,339.74846363067627,87.41494178771973,336.60645961761475,66.78435802459717,352.51532793045044,52.52763748168945,363.1637191772461,38.09704303741455,371.50732040405273
77,2568,584.181022644043,360.8119583129883,560.5162811279297,327.6202440261841,525.6726837158203,311.79991006851196,495.8038330078125,307.5828552246094,479.0666961669922,311.77409648895264,545.350341796875,345.58520793914795,520.5781555175781,338.73521089553833,500.0388717651367,338.8476490974426,482.03006744384766,340.3562307357788,544.0871047973633,381.46209239959717,501.3503646850586,386.8464231491089,478.1365203857422,388.6719560623169,466.6770553588867,389.5441246032715,538.6066055297852,410.0174903869629,492.9132080078125,420.2120304107666,474.67071533203125,418.1466865539551,467.7997589111328,414.797101020813,532.8374481201172,428.57404232025146,492.1704864501953,442.5098991394043,475.33447265625,442.1528434753418,468.8950729370117,438.30848693847656,145.52157402038574,290.54818868637085,124.53439712524414,266.8294358253479,94.85405921936035,251.55198097229004,69.84303951263428,240.62494039535522,50.882110595703125,229.13673877716064,51.36570930480957,276.41303300857544,18.698859214782715,272.2957992553711,-1.6252660751342773,271.0358476638794,-17.795801162719727,269.7135829925537,50.86079120635986,299.3268013000488,14.302587509155273,302.88774490356445,-7.251749038696289,304.22009468078613,-24.768075942993164,304.06755208969116,59.76587772369385,319.28853034973145,25.724549293518066,327.9891014099121,4.766907691955566,332.9060411453247,-13.32418441772461,334.8634958267212,76.70285224914551,336.69904947280884,56.02324962615967,352.6245903968811,41.186676025390625,362.76301860809326,25.925698280334473,370.1910209655762
78,2601,137.35177993774414,290.87477445602417,115.75113296508789,267.44033575057983,84.52872276306152,252.463481426239,59.37129497528076,241.6201686859131,40.47016143798828,230.66881656646729,41.643290519714355,277.5717043876648,8.909873962402344,274.86981868743896,-11.048250198364258,274.2862129211426,-26.787614822387695,273.6284065246582,41.8416166305542,299.8844647407532,6.364116668701172,303.8788104057312,-14.201192855834961,306.02603673934937,-30.57806968688965,306.9124102592468,50.80202102661133,319.6583318710327,17.18210220336914,327.89824962615967,-2.6662731170654297,332.843234539032,-19.441471099853516,335.06174325942993,67.43995189666748,337.35634088516235,46.696739196777344,353.35455894470215,31.84499979019165,363.6010265350342,16.7421817779541,371.13773345947266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2634,132.19305038452148,290.96230030059814,109.86555099487305,268.72633695602417,77.07394599914551,254.82594966888428,50.871148109436035,243.71619701385498,31.055355072021484,232.63345956802368,34.27145004272461,278.757004737854,3.5541248321533203,276.05865955352783,-14.486069679260254,274.9001383781433,-28.68697166442871,273.71565341949463,34.51373815536499,300.2272081375122,1.6665315628051758,303.8819646835327,-17.112751007080078,305.6226968765259,-32.24311828613281,306.3246202468872,43.523592948913574,319.6623229980469,11.412453651428223,327.27662086486816,-6.882600784301758,332.2870087623596,-22.41278648376465,334.8242926597595,60.071959495544434,337.1660113334656,39.72825527191162,352.7455687522888,25.050194263458252,362.8151607513428,9.953155517578125,370.3464603424072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2668,123.9754867553711,290.17924547195435,101.7007064819336,269.27631855010986,69.03713703155518,255.4511833190918,43.59695911407471,243.6809206008911,24.114460945129395,232.79864072799683,27.20618963241577,279.4228792190552,-3.8640832901000977,277.1220374107361,-22.11193561553955,276.2703609466553,-36.3449764251709,275.1413655281067,27.585747241973877,301.172354221344,-5.788278579711914,306.4607906341553,-24.756479263305664,309.80239391326904,-39.868764877319336,312.06265926361084,37.02575206756592,320.14031410217285,5.751910209655762,330.6353259086609,-12.376208305358887,337.13032722473145,-27.558603286743164,340.98408222198486,53.71391773223877,336.59929275512695,32.62542963027954,350.9994077682495,17.89785146713257,359.8216652870178,3.038363456726074,366.243839263916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,2701,120.70571899414062,289.1860342025757,99.29901123046875,268.0742597579956,65.63565254211426,254.9542236328125,39.01742696762085,243.7251877784729,19.992196559906006,232.41336822509766,25.56875467300415,278.3098268508911,-5.930838584899902,276.73009157180786,-24.002275466918945,276.24062061309814,-38.135337829589844,275.29993772506714,25.639102458953857,299.54174280166626,-8.44548225402832,304.83054399490356,-27.751731872558594,308.6188530921936,-43.56111526489258,311.5441560745239,34.360151290893555,318.0115842819214,2.8295183181762695,328.8200283050537,-15.44057846069336,335.53406953811646,-31.293439865112305,339.8696994781494,50.171589851379395,334.1752624511719,28.61196994781494,348.6328196525574,14.178855419158936,357.3796319961548,-0.39975643157958984,363.9101028442383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2734,118.86707305908203,287.5601005554199,95.89744567871094,266.00818634033203,61.820006370544434,253.06745052337646,36.325581073760986,241.87418460845947,19.14062261581421,230.53966283798218,25.512666702270508,276.9944715499878,-4.963264465332031,274.9736952781677,-21.89648151397705,273.0523753166199,-35.02423286437988,270.4135322570801,25.746984481811523,297.7073264122009,-8.24042797088623,302.62808561325073,-27.136898040771484,305.1897668838501,-42.19282150268555,306.72508478164673,34.27825450897217,315.5670404434204,3.198869228363037,326.0840034484863,-14.936394691467285,332.1610736846924,-30.46494483947754,335.915629863739,49.70937252044678,330.9853219985962,28.855884075164795,344.3640947341919,14.65986967086792,352.445547580719,0.32615184783935547,358.54102849960327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2768,119.066162109375,285.964937210083,96.15028381347656,265.06885528564453,62.93576240539551,251.72711849212646,37.77857780456543,240.41383981704712,20.235779285430908,229.64668035507202,25.798940658569336,274.4931721687317,-4.610176086425781,271.85025215148926,-21.215314865112305,269.6177101135254,-33.88808250427246,266.7452359199524,26.07524871826172,294.58130836486816,-7.086248397827148,298.7640953063965,-24.87865447998047,301.1621403694153,-38.8645076751709,302.57002115249634,34.315035343170166,312.25034952163696,4.760806560516357,321.93432569503784,-12.238731384277344,327.93185234069824,-26.786518096923828,331.4119863510132,49.36228275299072,327.85426139831543,29.66710090637207,340.78954696655273,16.24058961868286,348.5430836677551,2.786388397216797,354.3202829360962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,2801,119.04923439025879,285.272798538208,96.44464492797852,263.75749111175537,63.94502639770508,250.15540838241577,39.00334358215332,238.54974746704102,21.705586910247803,227.23889350891113,28.04056167602539,272.4584698677063,-2.101101875305176,269.1350841522217,-18.926658630371094,266.80551052093506,-32.34433174133301,263.93492460250854,28.13382625579834,291.9162440299988,-4.888348579406738,295.3091096878052,-22.996678352355957,297.6129341125488,-37.72564888000488,299.10666704177856,36.03745698928833,309.237220287323,6.6017746925354,318.26152324676514,-10.912675857543945,324.43538904190063,-26.195807456970215,328.2670211791992,50.423994064331055,324.7858786582947,30.27376651763916,337.43730068206787,16.48425817489624,344.95136976242065,2.575716972351074,350.46515464782715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2834,120.55390357971191,283.19138288497925,97.57009506225586,261.5668988227844,64.68273162841797,248.18140983581543,40.0483512878418,236.93501472473145,23.593690395355225,225.40675163269043,31.965913772583008,270.82614183425903,2.7521228790283203,266.54698848724365,-14.504647254943848,264.8147964477539,-28.56257915496826,262.75962352752686,31.974167823791504,290.1684522628784,-0.7690191268920898,292.22124338150024,-19.253945350646973,293.2193899154663,-34.312334060668945,293.34736347198486,39.56470727920532,307.3610258102417,10.1407790184021,314.96946573257446,-7.97940731048584,319.2262601852417,-24.090895652770996,321.275532245636,53.71826648712158,322.79675245285034,34.67062711715698,335.01331329345703,21.230826377868652,342.4559712409973,7.649345397949219,347.8522753715515,751.2646484375,358.49807024002075,759.9597930908203,336.319785118103,783.3533477783203,323.9030456542969,806.1474609375,313.88675451278687,824.163818359375,305.9972405433655,811.5163421630859,372.97133445739746,844.1269683837891,379.8874855041504,866.4527130126953,385.48622131347656,883.5488891601562,391.6089105606079,806.5187072753906,401.1252164840698,842.3656463623047,415.6923580169678,861.1136627197266,426.83884620666504,874.0536499023438,436.6402816772461,795.0145721435547,421.30937576293945,825.0269317626953,442.6486015319824,840.6923675537109,457.67570972442627,851.6996765136719,470.86230754852295,778.47412109375,435.3304624557495,797.7897644042969,460.52807807922363,807.3956298828125,479.0511131286621,814.8982238769531,495.6694793701172
86,2868,122.44611740112305,282.9989719390869,99.42996978759766,261.2925624847412,67.77717590332031,247.2987699508667,43.67320537567139,235.73211908340454,27.522659301757812,224.133882522583,35.10611295700073,269.6902799606323,5.781540870666504,265.0622248649597,-12.66721248626709,263.33415269851685,-27.29365348815918,261.33341789245605,35.47072410583496,288.73924255371094,3.0070018768310547,289.93754625320435,-16.01759433746338,289.9533176422119,-31.009583473205566,288.6778736114502,43.30981731414795,305.94228744506836,13.469913005828857,311.72826290130615,-4.805788993835449,314.40645933151245,-20.57723045349121,314.51574325561523,57.934393882751465,321.73612117767334,40.028324127197266,334.7740602493286,26.29729986190796,342.7118110656738,12.281033992767334,347.9857635498047,759.6139526367188,372.5944519042969,772.1832275390625,347.268648147583,794.5991516113281,329.62621450424194,817.7420043945312,318.50762128829956,834.9403381347656,302.2139310836792,833.4344482421875,377.4795913696289,863.4304046630859,379.72882747650146,883.2895660400391,383.4863233566284,900.0227355957031,390.02456188201904,830.2754974365234,404.44231510162354,861.6016387939453,419.40685272216797,878.68408203125,431.05008602142334,891.5943908691406,443.95957946777344,818.1997680664062,424.0284061431885,844.4549560546875,443.6314058303833,858.0078887939453,456.5865182876587,868.7162017822266,468.956995010376,800.3842926025391,439.11083221435547,816.7945098876953,463.4447765350342,824.6480560302734,480.0615119934082,832.1916961669922,495.5167865753174
87,2901,123.8270378112793,282.11395025253296,101.48475646972656,260.4401993751526,70.02528190612793,247.00934886932373,46.41440391540527,235.8732032775879,30.60035228729248,225.0283670425415,38.826868534088135,269.2596244812012,9.381699562072754,264.4985103607178,-9.195394515991211,262.69211769104004,-24.422054290771484,260.86662769317627,39.35418128967285,288.4540271759033,6.372175216674805,290.0303077697754,-12.797932624816895,290.478515625,-28.45834255218506,290.1045083999634,47.15909481048584,305.6272029876709,17.612082958221436,311.9266390800476,-0.7890033721923828,315.528244972229,-17.08629608154297,317.2012996673584,61.52207851409912,321.3276958465576,42.8326416015625,333.56786012649536,29.428153038024902,341.37544870376587,15.78789234161377,347.0650577545166,773.5520935058594,374.47710514068604,787.1831512451172,349.8236131668091,808.2640838623047,331.3781261444092,829.5787811279297,318.41760635375977,846.2389373779297,301.05313539505005,846.8210601806641,379.94662284851074,877.8794860839844,382.9672622680664,897.5955963134766,386.56073570251465,913.9946746826172,392.1314477920532,842.9291534423828,405.8253049850464,876.0224151611328,422.79386043548584,894.5635986328125,435.79785346984863,908.931884765625,449.0115737915039,830.8537292480469,425.0075626373291,856.2502288818359,445.90463161468506,869.9076843261719,458.97072315216064,881.8323516845703,470.38822174072266,813.0637359619141,439.83927726745605,828.4325408935547,466.2162494659424,837.3508453369141,483.4743118286133,846.514892578125,498.5321044921875
88,2934,124.74554061889648,282.56102085113525,102.84358978271484,261.4087986946106,72.28687286376953,247.53832340240479,48.674798011779785,236.57843112945557,32.5992226600647,225.9645652770996,40.75404167175293,269.6878981590271,11.175689697265625,265.1935029029846,-7.328057289123535,263.86911392211914,-22.573766708374023,262.525691986084,41.580209732055664,288.6142086982727,8.541722297668457,290.3353500366211,-10.500173568725586,291.1977767944336,-26.1428165435791,291.15694284439087,49.70410346984863,305.45665740966797,20.70809841156006,311.9044303894043,2.4997568130493164,315.9744358062744,-13.7459135055542,317.9559874534607,64.25044536590576,320.9372305870056,46.28018856048584,333.2897901535034,33.0400276184082,341.3287353515625,19.260354042053223,347.21802949905396,773.9456939697266,377.35105991363525,790.6653594970703,352.5148344039917,815.4180145263672,335.1270389556885,838.1190490722656,321.7253065109253,855.3096771240234,304.27472591400146,855.9421539306641,382.389235496521,888.6466979980469,385.90447425842285,908.7929534912109,390.2941131591797,925.2154541015625,396.67498111724854,852.003173828125,408.4189796447754,884.8394775390625,426.4579725265503,903.4969329833984,439.69744205474854,917.7145385742188,452.86176681518555,839.7223663330078,427.61878967285156,865.9986877441406,450.3535795211792,879.7209930419922,463.7766408920288,891.7589569091797,475.5348014831543,821.7048645019531,442.5115728378296,836.9893646240234,468.68555545806885,845.9716033935547,485.6223964691162,855.1392364501953,500.5523872375488
89,2968,126.96840286254883,283.3790946006775,105.34161567687988,262.44147062301636,74.52691078186035,248.4615182876587,50.49720287322998,237.3042368888855,34.17539596557617,227.26691722869873,43.56387138366699,271.1237382888794,13.948431015014648,266.639084815979,-4.475979804992676,265.5150890350342,-19.383773803710938,264.5566391944885,44.23477649688721,290.126416683197,11.263036727905273,292.01924085617065,-7.821826934814453,293.2019877433777,-23.36615562438965,293.6362051963806,52.04947471618652,306.95348024368286,22.53377676010132,313.4978985786438,3.9986276626586914,317.72096157073975,-12.317695617675781,319.88245725631714,66.15171909332275,322.0832633972168,48.22944641113281,334.40885066986084,35.20224094390869,342.5048518180847,21.89513921737671,348.27037811279297,778.8239288330078,377.64297008514404,796.8547821044922,354.64433670043945,822.3970031738281,338.07695388793945,845.2362823486328,324.8019504547119,862.2391510009766,307.212495803833,860.5805206298828,385.2314329147339,894.879150390625,388.6805820465088,915.9781646728516,392.7226495742798,933.4532928466797,398.7063789367676,856.8228149414062,411.0559558868408,891.1433410644531,429.1239595413208,910.7943725585938,442.26802825927734,926.1371612548828,455.5044937133789,844.7512817382812,430.17804622650146,872.0543670654297,452.71212100982666,886.7436218261719,466.8213129043579,899.3752288818359,479.2945718765259,826.8131256103516,444.7575902938843,842.1733093261719,470.1252794265747,850.3960418701172,487.00637340545654,858.1082916259766,501.7168951034546
